text,label,scenario_type,channel,speaker_role_pattern,fraud_stage,has_code_request,has_money_transfer_request,has_urgency,has_threat,has_authority_impersonation,has_sensitive_data_request,has_remote_access_request,victim_confused_or_resisting,risk_markers_count
Мам я попал в беду Нужно 10000 тенге срочно объясню потом,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Занятие по йоге переносится на 30 июня Извините за неудобства,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Ответчик - Добрый день
Мошенник - Вас беспокоит сотрудник банка
Мошенник - На ваше имя пытаются оформить кредит
Мошенник - Для отмены назовите код подтверждения",fraud,bank_impersonation,call,dialogue,data_request,1,0,0,1,1,0,0,0,3
Напоминание занятие по английскому 10 июня в 11:30 перенесено,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Запись в стоматологию подтверждена 1 июля в 14:00 кабинет 420,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Уважаемый клиент Ваш груз арестован на таможне Внесите залог 10000 тенге,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
ВНИМАНИЕ Задолженность Избежите штрафа при оплате до,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Прием у врача подтвержден на 5 июля в 10:00 Клиника Санта,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Результаты анализов готовы Заберите в регистратуре с до Хорошего дня,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Заявка в управляющую компанию принята Мастер придет 20 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Возврат 30000 тенге за отмененный заказ зачислен на карту,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Баланс карты 150000 тенге Последняя операция 10000 тенге,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Возврат 15000 тенге за отмененный заказ зачислен на карту,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Тариф изменен на Базовый Стоимость абонентской платы с 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Арендованный самокат возвращен Спасибо за использование сервиса,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
На ваш счет поступила заявка на перевод 2000 тенге Подтвердите кодом,fraud,generic_fraud,sms,single_message,unknown,0,1,1,0,0,0,0,0,2
Казпочта Ваше письмо ожидает в отделении 25 до 30 июня,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Снятие наличных в банкомате Комиссия,normal,bank_impersonation,sms,single_message,benign,0,0,0,0,1,0,0,0,1
Новый счет на оплату интернета 10000 тенге Срок 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Звоню из ваш номер будет отключен завтра Для сохранения услуг продиктуйте код,fraud,generic_fraud,sms,single_message,hook,1,0,0,1,0,0,0,0,2
Проблема по заявке 7 решена Оцените качество работы специалиста,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши анализы показали серьезные проблемы Срочно запишитесь на платную консультацию за Не откладывайте,fraud,medical_or_service,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
"Сотрудник - Добрый вечер
Клиент - Здравствуйте
Сотрудник - Служба безопасности ForteBank
Сотрудник - Выявлена подозрительная транзакция 200000 тенге
Сотрудник - Для отмены нужен код верификации из смс",fraud,bank_impersonation,call,dialogue,transfer_request,1,1,0,0,1,0,0,0,3
Квитанция за май готова Сумма к оплате,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш автомобиль прошел техосмотр Следующий через 6 месяцев,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Папа я разбил машину полиция требует 10000 за урегулирование,fraud,relative_in_trouble,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Мама я в полиции нужно 5000 тенге для залога позвони другу,fraud,relative_in_trouble,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Бабушка я Женя Попал в милицию нужен залог 1000 скажи никому,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Запись к педиатру 5 июля Детская поликлиника пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Вы выиграли в лотерею от один миллион Для получения приза нужно оплатить налог,fraud,government_or_police,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Акция завершена Ваш приз Переведите за оформление документов,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
"Здравствуйте, это мастер по интернету, буду у вас через 30 минут по заявке",normal,benign_service,call,single_message,benign,0,0,0,0,0,0,0,0,0
ВНИМАНИЕ Ваши активы будут арестованы Сохраните их переведя на спецсчет,fraud,safe_account,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Ваш тариф аннулирован Для восстановления назовите код подтверждения,fraud,sim_block,sms,single_message,hook,0,0,1,1,1,0,0,0,3
Ваш номер будет передан в базу должников Оплатите долг 2000 срочно,fraud,generic_fraud,sms,single_message,unknown,1,0,0,1,0,0,0,0,2
Встреча с клиентом перенесена на в Место пр Мира,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Подозрительная активность Для защиты счета срочно позвоните по 7700,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,1,0,0,0,2
Ваше обращение принято Ответим в течение часов,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Посылка от родственника задержана Требуется оплата пошлины 30000 тенге,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Технический сбой Ваши данные утеряны Перерегистрируйте SIM кодом из смс,fraud,sim_block,sms,single_message,data_request,1,1,0,1,0,0,0,0,3
AliExpress Ваш заказ не прошел таможню Оплатите 30000 для растаможки,fraud,delivery_fee,sms,single_message,hook,0,1,1,0,1,0,0,0,3
Ваша посылка задержана необходима доплата за хранение,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Запись на ТО подтверждена 25 мая Автосервис пр. Достык 5,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш интернет будет отключен за нарушения Оплатите штраф 5000,fraud,generic_fraud,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Техническое обслуживание сайта 25 мая с 14:00 до 12:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Данил документы готовы Заберите в офисе с до,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Кредитный платёж 2000 тенге принят Осталось платежей 8,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Пункт выдачи Ваш товар можно забрать с 30 июня адрес ул. Момышулы 12,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
У вас заказная посылка Доплатите для получения,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Каршеринг завершен Стоимость поездки 30000 тенге,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Здравствуйте Ваш номер будет отключен через час продлите сим карту,fraud,sim_block,sms,single_message,hook,0,0,0,1,0,0,0,0,1
Против вас возбуждено дело Избежите ареста оплатив залог Не откладывайте,fraud,government_or_police,sms,single_message,transfer_request,0,1,1,1,0,0,0,0,3
Здравствуйте Для продления SIM карты доплатите,fraud,sim_block,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Служба безопасности Ваша карта компрометирована Назовите полные данные,fraud,generic_fraud,sms,single_message,hook,0,0,1,1,0,0,0,0,2
Срок сим карты истек для восстановления услуг продиктуйте пароль,fraud,sim_block,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
ВНИМАНИЕ Ваш заблокирован Разблокировка стоит,fraud,generic_fraud,sms,single_message,unknown,0,0,0,1,0,0,0,0,1
Билет на автобус 455 забронирован 15 июня место 33,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Добрый день это Ваша SIM карта будет заблокирована через час Для продления назовите код,fraud,sim_block,sms,single_message,data_request,1,0,0,1,0,0,0,0,2
Ваш интернет тариф изменен на Комфорт Скорость до 200 Мбит,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Папа это я Артем Попал в аварию нужны деньги на ремонт,fraud,relative_in_trouble,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Запись к гастроэнтерологу подтверждена 25 мая в 12:00,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Оператор Беeline Ваш счет обнулен Пополните и активируйте кодом из смс,fraud,sim_block,sms,single_message,pressure,0,1,1,1,0,0,0,0,3
Снятие 3000 тенге в банкомате ул. Абая 10 30 июня 16:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Техническое обслуживание сайта 25 мая с 14:00 до 14:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Фильм Человек паук начинается в Зал места,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Срочно Ваша посылка будет возвращена отправителю Оплатите пошлину 30000,fraud,delivery_fee,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваш абонемент в кино 17 посещений активен до 25 мая,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
DHL уведомляет Ваша посылка задержана Оплатите таможенный сбор 3000,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
подано Водитель Михаил авто черный время подачи мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Мама я в аварии всё хорошо но нужно 150000 на возмещение ущерба,fraud,relative_in_trouble,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
"Звонящий - Здравствуйте это банк
Ответчик - Да слушаю
Звонящий - С вашей карты проходит оплата на 200000 тенге в другом городе
Звонящий - Если это не вы назовите код из смс для отмены",fraud,bank_impersonation,call,dialogue,transfer_request,0,0,0,0,1,0,0,0,1
"Специалист - Здравствуйте
Клиент - Здравствуйте
Специалист - По вашей заявке доставку перенесли на завтра
Специалист - Дополнительных действий не требуется",normal,delivery_fee,call,dialogue,benign,0,0,0,0,0,0,0,0,0
"Оператор - Алло здравствуйте
Клиент - Да
Оператор - Это банк
Оператор - Мы звоним только чтобы подтвердить готовность карты в отделении
Оператор - Коды и переводы по телефону не запрашиваем",normal,bank_impersonation,call,dialogue,transfer_request,0,1,0,0,1,0,0,0,2
Запись к педиатру 15 июня Детская поликлиника пр. Аль-Фараби 77,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Сервисное сообщение Задолженность за связь 20000 тенге Оплатите по ссылке,fraud,sim_block,sms,single_message,data_request,1,1,0,0,1,0,0,0,3
Папа меня задержали нужны деньги на адвоката 500 не звони мне,fraud,relative_in_trouble,sms,single_message,pressure,0,1,0,0,0,0,0,0,1
Клиника сообщает Ваши результаты требуют немедленного лечения Оплатите 5000,fraud,medical_or_service_fraud,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Билет на поезд А забронирован Место Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Курьер DHL Ваша посылка запланирована на 10 июня Будьте дома,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Техник - Здравствуйте
Ответчик - Да
Техник - Это техническая служба банка
Техник - На вас оформлен кредит с другого устройства
Техник - Зайдите по ссылке и установите антивирусный сканер для проверки",fraud,remote_access,call,dialogue,pressure,0,0,1,0,1,0,1,0,3
"Оператор - Добрый день
Клиент - Да
Оператор - Вы подали обращение в поддержку
Оператор - Оно решено
Оператор - Оценить качество можно в приложении самостоятельно",normal,benign_service,call,dialogue,benign,0,0,0,0,1,0,0,0,1
Посылка от родственника задержана Требуется оплата пошлины 200000 тенге,fraud,delivery_fee,sms,single_message,transfer_request,1,1,0,0,0,0,0,0,2
Посылка KZ987654321 задержана из-за праздников Выдача с 1 июля,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Отправление KZ123456789 прибыло в ваш город Ожидайте смс,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Лаборатория Ваши анализы требуют дополнительного исследования Оплатите 2000,fraud,medical_or_service_fraud,sms,single_message,transfer_request,0,0,1,1,0,0,0,0,2
Отпуск с согласован Приказ будет готов до конца недели С уважением поддержки,normal,benign_service,sms,single_message,benign,0,0,0,0,1,0,0,0,1
Мам не пугайся Я в больнице понадобилась операция нужно 50000,fraud,relative_in_trouble,sms,single_message,hook,0,1,0,0,0,0,0,0,1
Штраф за превышение скорости Оплатите со скидкой до Это срочно,fraud,generic_fraud,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Возврат 150000 тенге за отмененный заказ зачислен на карту,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Оплата на сумму 15000 тенге успешно проведена 5 июля,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Pogашение долга 100000 тенге успешно Спасибо за своевременную оплату,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Результаты МРТ критические Нужна срочная консультация специалиста за 1000,fraud,medical_or_service_fraud,sms,single_message,hook,0,1,1,1,0,0,0,0,3
"Мошенник - Алло
Ответчик - Да
Мошенник - Это оператор сотовой связи
Мошенник - Ваш номер отключат через десять минут
Мошенник - Назовите код чтобы продлить SIM карту",fraud,sim_block,call,dialogue,data_request,1,0,0,0,1,0,0,0,2
Медицинская помощь на дому Вызов специалиста 10000 тенге Оплатите по ссылке,fraud,medical_or_service_fraud,sms,single_message,pressure,0,1,1,0,0,0,0,0,2
Электронная очередь 448 Ожидайте вызова у окна,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Специалист - Добрый день
Клиент - Да
Специалист - Это страховая компания
Специалист - Ваш полис продлен
Специалист - Электронная версия уже отправлена на почту",normal,benign_service,call,dialogue,benign,0,0,0,0,0,0,0,0,0
Ваша учетная запись заморожена Разморозьте назвав код из смс,fraud,generic_fraud,sms,single_message,unknown,0,1,0,1,0,0,0,0,2
Штраф за превышение скорости Оплатите со скидкой до,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Папа это я Саша Попал в аварию нужны деньги на ремонт,fraud,relative_in_trouble,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Поздравляем вы стали тысячным покупателем Приз 15000 тенге по ссылке,fraud,generic_fraud,sms,single_message,unknown,0,0,0,1,0,0,0,0,1
АКЦИЯ Первые 100 участников получат 30000 тенге Назовите номер карты,fraud,generic_fraud,sms,single_message,data_request,0,0,1,0,1,0,0,0,2
Ваш ребенок записан на плановый осмотр 5 июля в 16:00,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Оператор - Добрый день
Клиент - Слушаю
Оператор - Это служба доставки
Оператор - Для вручения нужен только адрес
Оператор - Данные карты и коды не требуются",normal,delivery_fee,call,dialogue,benign,0,0,0,0,1,0,0,0,1
Ваш паспорт недействителен Восстановите через портал оплатив,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,1,0,0,2
Автоплатеж за цифровое ТВ будет списан,normal,benign_service,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
SIM-карта не активирована Пройдите активацию назвав код из последнего смс,fraud,sim_block,sms,single_message,hook,1,1,0,1,1,1,0,0,5
Лаборатория Ваши анализы требуют дополнительного исследования Оплатите 200000,fraud,medical_or_service_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
Ваш аккаунт Kolesa.kz взломан Смените пароль перейдя по ссылке срочно,fraud,generic_fraud,sms,single_message,pressure,1,0,0,0,0,0,0,0,1
Запись к стоматологу 15 июня в 15:30 Напоминаем об оплате,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Розыгрыш от Halyk Bank Вы выиграли 200000 тенге Введите код 5678,fraud,generic_fraud,sms,single_message,data_request,0,0,0,1,0,0,0,0,1
Это Номер будет передан другому абоненту если не подтвердите SIM карту,fraud,sim_block,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Бабушка это внук Помоги деньгами верну завтра,fraud,relative_in_trouble,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Кешбэк 150000 тенге начислен за покупки в одежда,normal,benign_service,sms,single_message,benign,1,0,0,0,0,0,0,0,1
Кешбэк 50000 тенге начислен за покупки в продукты,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Встреча с клиентом перенесена на в Место ул Центральная Хорошего дня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Напоминание оплата аренды 15000 тенге до 5 июля,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Прокурор - Алло
Ответчик - Слушаю
Прокурор - Городская прокуратура
Прокурор - На вас поступила жалоба о мошенничестве
Прокурор - Явитесь добровольно или оплатите штраф 500 тенге удаленно",fraud,government_or_police,call,dialogue,pressure,0,1,1,0,1,0,0,0,3
Подписка на цифровое ТВ продлена до Следующее списание С уважением поддержки,normal,benign_service,sms,single_message,benign,0,0,0,0,1,0,0,0,1
Анализы готовы Результаты хорошие Комментарий врача в кабинете,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Зачет по английский назначен на в,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Здравствуйте Ваш номер будет отключен через 2 часа Продлите SIM-карту,fraud,sim_block,sms,single_message,data_request,1,0,1,1,1,0,0,0,4
Ваш заказ #12345 на Lamoda отправлен Трек для отслеживания,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Бронирование отеля Hilton Almaty подтверждено с 20 мая по 10 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Вы успешно зарегистрированы на вебинар финансовая грамотность 5 июля,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Счет за электроэнергию 5000 тенге Оплатите до 15 июня,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
На вашем устройстве обнаружен вирус Установите защиту по ссылке,fraud,generic_fraud,sms,single_message,data_request,0,0,1,1,0,0,0,0,2
Зарплата за май поступила на карту Сумма,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Твойе обращение принято Ответим в течение часов,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши документы использованы для мошенничества Позвоните в полицию 8000,fraud,generic_fraud,sms,single_message,data_request,1,0,0,0,0,0,0,0,1
Баланс карты Последняя операция,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Перевод 20000 тенге на ваш счет от Нурлан выполнен,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш компьютер заражен вирусами Оплатите очистку,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Судебное решение о взыскании долга 100000 тенге Оплатите по ссылке до ареста,fraud,government_or_police,call,dialogue,transfer_request,0,0,1,0,1,0,0,0,2
Акция 3+1 бесплатно в аптеке до 10 июня Ваша скидочная карта активна,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Рейс SU задерживается на минут,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Платеж 10000 тенге успешно проведен 20 мая в 14:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Kcell информирует Ваша SIM карта не верифицирована Пройдите верификацию,fraud,sim_block,sms,single_message,pressure,1,0,1,0,1,0,0,0,3
Папа это я Дима Попал в аварию нужны деньги на ремонт Времени мало,fraud,relative_in_trouble,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Судебное решение о взыскании долга 200000 тенге Оплатите по ссылке до ареста,fraud,government_or_police,call,dialogue,hook,0,1,1,1,1,0,0,0,4
Ваш номер используется для рассылки спама Заблокируйте позвонив по 7700,fraud,sim_block,sms,single_message,hook,1,0,1,1,1,0,0,0,4
Ваша карта заблокирована за подозрительные операции Позвоните 8800,fraud,generic_fraud,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
"Звонящий - Здравствуйте это Kaspi
Ответчик - Да слушаю
Звонящий - Ваша карта используется злоумышленниками прямо сейчас
Звонящий - Не кладите трубку и назовите код из только что пришедшего смс",fraud,bank_impersonation,call,dialogue,data_request,1,0,0,0,1,0,0,0,2
Доставка Glovo Заказ готовится Курьер прибудет через 5 мин,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш тариф изменится отмените изменения кодом подтверждения,fraud,generic_fraud,sms,single_message,unknown,0,0,0,0,0,0,0,0,0
Ваши счета под следствием Переведите на защищенный счет для сохранности,fraud,generic_fraud,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваш кредитный лимит увеличен до 3000 тенге Kaspi Red,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Сотрудник - Здравствуйте это налоговая служба
Ответчик - Да слушаю
Сотрудник - Выявлена задолженность по налогам на сумму 30000 тенге
Сотрудник - Оплатите сегодня иначе счета будут заморожены",fraud,government_or_police,call,dialogue,pressure,0,1,0,1,1,0,0,0,3
Антикоррупционная служба Выявлены нарушения в ваших операциях Позвоните,fraud,government_or_police,call,dialogue,pressure,0,1,1,1,1,0,0,0,4
Заочное решение о взыскании Отмените оплатив госпошлину,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Ваш абонемент в фитнес продлен Посещений осталось 12,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Добрый день
Клиент - Да
Мошенник - Kaspi Bank антифрод отдел
Мошенник - Ваши средства 2000 тенге пытаются перевести мошенники
Мошенник - Назовите код из смс мы немедленно заблокируем транзакцию",fraud,bank_impersonation,call,dialogue,hook,1,0,0,0,1,0,0,0,2
Прием у окулист отменен Перенесли на в Подтвердите пожалуйста,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
На вашем счету подозрительная операция на Подтвердите что это вы,fraud,generic_fraud,sms,single_message,hook,0,0,0,1,0,0,0,0,1
Онлайн-запись к нотариусу подтверждена 30 июня в 16:00,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Обновление системы завершено Новые функции доступны в личном кабинете,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Мошенник - Алло
Ответчик - Да кто это
Мошенник - Банк Центркредит отдел мониторинга
Мошенник - С вашего счета идет несанкционированный перевод
Мошенник - Назовите код из смс мы его заблокируем",fraud,bank_impersonation,call,dialogue,hook,1,1,0,0,1,0,0,0,3
Выиграли iPhone Для получения оплатите доставку 5000 тенге по ссылке,fraud,generic_fraud,sms,single_message,pressure,0,1,1,1,0,0,0,0,3
доставки Посылка задержана на таможне Доплата для освобождения,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Ваши активы будут арестованы Сохраните их переведя на спецсчет,fraud,safe_account,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Суд вынес заочное решение о взыскании 50000 тенге Обжалуйте сегодня,fraud,government_or_police,call,dialogue,pressure,1,0,1,1,1,0,0,0,4
На ваше имя оформлен займ Для отмены назовите данные карты,fraud,generic_fraud,sms,single_message,unknown,0,1,1,1,0,0,0,0,3
"Звонящий - Алло
Ответчик - Да кто это
Звонящий - Я из банка
Звонящий - На вас оформлен кредит
Звонящий - Для отмены установите AnyDesk и включите демонстрацию экрана",fraud,bank_impersonation,call,dialogue,hook,0,0,0,1,1,0,1,0,3
ВНИМАНИЕ Заочное решение о взыскании Отмените оплатив госпошлину,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,1,0,0,0,0,2
Пункт выдачи Ваш товар можно забрать с 15 июня адрес пр. Аль-Фараби 77,normal,delivery_fee,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Поздравляем вы стали тысячным покупателем Приз 30000 тенге по ссылке,fraud,generic_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
Новые возможности Подключите Видео за,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваши анализы показали серьезные проблемы Срочно запишитесь на платную консультацию за,fraud,medical_or_service,sms,single_message,pressure,0,0,1,0,0,0,0,0,1
Касса возврата НДС Вы получите 3000 тенге Введите данные для зачисления,fraud,generic_fraud,sms,single_message,pressure,0,0,0,1,0,0,0,0,1
Здравствуйте Ваш номер будет отключен через 24 часа Продлите SIM-карту,fraud,sim_block,sms,single_message,hook,0,1,1,1,0,0,0,0,3
Лекция Квантовая физика состоится в аудитории,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш сын попал в аварию Нужны деньги на лечение Переведите срочно,fraud,relative_in_trouble,sms,single_message,transfer_request,0,1,1,0,0,0,0,0,2
Ваш номер будет продан другому клиенту через 24 часа Продлите договор,fraud,sim_block,sms,single_message,pressure,1,0,0,1,0,0,0,0,2
Привет! Сегодня в 17:00 встреча по химии. Ждём вас!,normal,benign_service,messenger,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка #98234 ожидает оплаты 3 500 руб. Переведите на карту 4276XXXX9012.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Кредитный платёж 50 000 руб. списан. Следующий платёж 15 июня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Ваш платёж за Сбербанк Онлайн в размере 25 000 руб. прошёл успешно.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Прокуратура. Для прекращения дела назовите ИНН и данные паспорта.,fraud,government_or_police,call,single_message,data_request,0,0,0,0,1,1,0,0,2
Ваш заказ #67301 передан курьеру. Ожидайте 3 июля.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Срочно! Ваш аккаунт в Сбербанк Онлайн будет удалён. Войдите: delivery-pay.ru/order,fraud,generic_fraud,sms,single_message,hook,0,0,1,0,0,0,0,0,1
"Уважаемый пациент, напоминаем о записи к терапевту в пятницу в 09:00. Клиника ГП №5.",normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Анализы готовы. Вы можете получить результаты в регистратуре клиники Медцентр 'Здоровье'.,normal,medical_or_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
Доставка #12045 ожидает оплаты 3 500 руб. Переведите на карту 4276XXXX1234.,fraud,delivery_fee,sms,single_message,transfer_request,0,1,0,0,0,0,0,0,1
Подтвердите личность для получения выплаты 15 000 руб.: bank-alert.info/login,fraud,generic_fraud,sms,single_message,data_request,0,0,0,0,0,0,0,0,0
Служба оператора. Назовите кодовое слово и паспортные данные для защиты номера.,fraud,sim_block,call,single_message,data_request,1,0,0,0,0,1,0,0,2
Ваш заказ #33871 передан курьеру. Ожидайте 15 июня.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Чтобы избежать уголовного преследования, переведите залог 100 000 руб. на счёт 5368XXXX5678.",fraud,government_or_police,call,dialogue,transfer_request,0,1,0,1,0,0,0,1,2
"Это Коля, у меня проблемы. Позвони мне на этот номер, старый потерял.",fraud,relative_in_trouble,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Ваш заказ #45821 передан курьеру. Ожидайте 3 июля.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
"Это Маша, у меня проблемы. Позвони мне на этот номер, старый потерял.",fraud,relative_in_trouble,sms,single_message,hook,0,0,0,0,0,0,0,0,0
Курьер прибудет через 20 минут. Заказ #55019.,normal,benign_service,sms,single_message,benign,0,0,0,0,0,0,0,0,0
