text,label
почему пойдешь нами,normal
спасибо это работать буду чувствовать иначе используют,normal
классный обожаю очень устал неделю занимался планированием детском саду инспекция социальных служб берегите spk sn x,normal
дорогая бесплатные сообщения пополнения счета приветпривет,normal
надеюсь отличный новый семестр желаю наилучшего созданы величия,normal
остановите историю сказал вернул говорит следует заказывать повторно,normal
продолжайте беспокоить обоих,normal
ага ржу могу счастью главной роли,normal
люблю обниматься хочу обнять своими сильными руками прямо,normal
модзи люблю слова хорошего дня,normal
комплименты вдали системы твоя сторона,normal
гуднитетцпрактика продолжается,normal
истинный проще,normal
хочу слишком рано лей улице рано пришел домой нева имейте виду,normal
эй знаешь когонибудь ltgt иным образом можете купить спиртное наш парень сошел ума свяжемся кемнибудь это лишь локо ночь,normal
господи сегодня очень плохой интернет,normal
кк твои дела,normal
дорогая дошедшая железная дорога тобой случилось,normal
шесть шансов выиграть наличные фунтов txt csh отправьте номер стоимость пенсов день дней применяется tsandc ответить hl info,fraud
буду никому звонить беспокоить знаю избегают обуза,normal
ваш баланс наличных настоящее время составляет фунтов максимизировать ваш доход отправьте go номер пенсов сообщение cc hgsuitelands rowwjhl,fraud
хороша думала поздороваешься улыбается итак справляетесь большими расстояниями,normal
нашего вступления можем пойти обычных пилатеса,normal
привет дорогая телефоне хелен собираюсь забрать принцев вечером пожалуйста приходи любимая кейт,normal
надеюсь рассердился очень хотелось увидеть завтра люби xxxxxxxxxxxxxx,normal
почему отвечаешь,normal
скоро отправлю свой адрес электронной почты,normal
частичка твоей улыбки удача капля твоей слезы печаль частичка твоего сердца жизнь сердце подобное моему заботиться тебе навсегда хороший друг,normal
получаете товар,normal
это сообщение предназначено вашего заказа мобильного контента оно отправлено повторно поскольку предыдущая попытка удалась изза сетевой ошибки запросы адрес customerqueriesnetvisionukcom,fraud
проект pa смогу прийти,normal
настоящая любовь забота останутся незамеченными хотя ктото часто ошибается оценке обязательно поймут однажды начнут скучать этому,normal
наши записи показывают возможно имеете право фунтов качестве компенсации несчастный случай который произошел вами получить бесплатных ответа помощью claim это сообщение стоп txt стоп,fraud
соответственно повторяю просто напишите мобильный телефон слово ок отправьте,fraud
буду рядом это просто духу скоро получу bb просто пытаюсь убедиться это нужно,normal
дома пожалуйста позвоните,normal
сделали это расчетное время тонтоне планировалось надеюсь порядке рад видеть хх,normal
пытался связаться безуспешно,normal
планов пока делаешь,normal
сегодня день сожаления когданибудь злился когданибудь плохо вел причинял тебе боль пожалуйста пожалуйста просто пошлени это твоя вина принципе хороший,normal
глупо говорить бросаю вызов богу вообще думаете пишу вместо мгновенно отвечаете,normal
невозможно спорить обращается мной своим сабом отпускал сделал напомню понадобится,normal
играл игру дверей гонял телефоне лол,normal
извините пропустил ваш звонок могли перезвонить,normal
чудес моем мире й й ур стиль й ур улыбка й ур личность й ур природа й ур sms й ура прекрасная дружба доброе утро дорогая,normal
получили мое сообщение,normal
это отстой приду сделал прическу сделаешь это бесплатно верно,normal
чистота дружбы двумя заключается улыбке прочтения пересланного сообщения речь идет улыбке просто увидев имя гуд вечер,normal
очень мило будьте готовы четверг,normal
великолепны пусть картинки кончают спасибо,normal
звоните сегодня работу ок умма просите ускориться,normal
останемся неделю вернемся следующую среду выступили регби этих выходных привет скоро скоро,normal
запланировал выберу,normal
это круто это недалеко улицы реглан улицы эдварда площадкой крикета позвони будешь рядом увидимся вторник,normal
дядя джи просто проверяю полезный месяц,normal
следующего месяца получите звонков стандартная плата сеть ur активировать звонок c wirenet stterms pobox m uz стоимость мин mobcudb подробнее,fraud
марк работает завтра выходит работа находится рядом твоим домом сможет встретиться тобой,normal
это невинное развлечение,normal
наилучшего поздравляю,normal
рон сказал пятницу сказал динь тай фэн сделать предварительный заказ сказал подожди лор,normal
вошел каюту помощник сказал днем рождения босс чувствовал особенным попросила обеда обеда пригласила квартиру пошли туда,normal
приди ко раб снова это делаешь залезаешь раковину бессознательно избегаешь делаешь несчастным,normal
привет оранжа получить бесплатный доступ играм новостям спорту месяц также бесплатных текстовых сообщений фотосообщений ответьте применяются условия wwworangecoukow,fraud
ола свяжется вами возможно сегодня сказал можете прямым связующим звеном сша приобретать автомобили которые предлагает цену онлайн организуете доставку получаете процент партнерства u вложите деньги доставку позаботится обо всем остальном скоро станете самостоятельными волнуйтесь,normal
извини чикку моего сотового возникла проблема смог ответить тебе отправить сообщение,normal
забыл нужно года принять душ извини тытвой телефон мертв,normal
проверить осталось миска,normal
просто облегчают возврат долга ltgt лет сказать могу вернуть деньги раньше понимаете,normal
поговори g x,normal
доброе утро сегодня опаздываю ltgt мин,normal
нужно делать домашнюю работу,normal
извините позвоню позже встрече,normal
знаю машине позже ясно шорты,normal
спишь возможно оставишь кредитную карту мог заправиться вернусь сказал,normal
мачан завтра идешь спортзал приду поздно спокойной ночи,normal
плохая девочка сих пор помню,normal
делаю введение охватывающее тенденции области энергетики плюсы минусы краткое описание ядерного синтеза также краткая история итеров реактивных самолетов занимает около полстраниц,normal
добираюсь дома целости сохранности,normal
скучаю тебе,normal
привет днем рождения приветхихихихипривет,normal
еду автобусе домой,normal
идти прямо туда,normal
бесплатное сообщение ошибке выставили счет вашему мобильному номеру помощью короткого кода вернуть деньги позвоните номеру звонок бесплатным стационарного телефона bt,fraud
срочный пожалуйста позвоните номеру своего стационарного телефона получите бесплатный отпуск отеле lux costa del sol фунтов стерлингов наличными ожидайте получения ppm условия положения sae джеймс ehrr,fraud
вообще жду недели начнут размещать рекламу,normal
порядке любое время наилучшего,normal
хочешь пицца,normal
надоели быстрые свидания попробуйте speedchat отправьте speedchat номер нравится обмен текстовыми сообщениями получите новое общение chat poboxwwq pсообщение узо,fraud
просто заканчиваю обед дороге домой лор думаю хочешь остаться сегодня школе,normal
говорите чувствуете ваши слова молчания гуд мринг,normal
очевидно люди моей крутой студенческой жизни разошлись домам,normal
привет детка дома хочу чтото сделать хх,normal
эх сел книгу кб ляо,normal
позвольте посчитать очень хорош,normal
думаешь поднять,normal
вера делает возможным надежда делает возможным любовь делает прекрасным пусть это рождество счастливого рождества,normal
курю время люди используют фразу уайли курит слишком оправдать порчу моего дерьма,normal
стране использовать иностранные марки хорошая лекция,normal
показаниях говорится ltgt e twiggs st отдел g зал суда ltgt ltвремяgt являюсь завтра проверю напишу тебе,normal
сэр получите счет раньше час извините задержку,normal
фрнд это просто словоне просто отношенияэто молчаливое обещание которое говорит буду вами навсегда гуднит дорогой,normal
работает техподдержка озвучка процесса,normal
эй чтото произошло прошлой минуте думаю подпишусь tmr хи,normal
жду начала моего телешоу лор занят своим репортажем,normal
счастливо грустно прошлом одна вещь доброе утро,normal
вместе значит стоит подумать нем,normal
привет днем рождения,normal
могу позвонить позже пожалуйста,normal
отлично увидимся позже,normal
наслаждайтесь ливнями собственничества изливаемыми вашими близкими мире лжи понастоящему любимым золотой дар,normal
выбраны проживания одном лучших британских отелей праздник стоимостью фунтов стерлингов подать заявку позвоните лондон телефону bx swss,fraud
милое сердце,normal
дороге домой длительная засуха сезон окончен,normal
уверены имеете виду иди сюда заставили держать травку,normal
следующем ltgt часы переверну свое дерьмо,normal
привет тебе нравится праздничные фотографии выглядели ужасно поэтому удалил дела лагере амрка говори скорее серена,normal
смогу сконцентрироваться дорогая знаешь разум такое,normal
отличный образец подражания отдаете действительно желаю каждый день чуда бог является причиной должен сказать хотел знать почему знаю смотрел юности сих пор хорошего дня,normal
сегодня приятель немного поспать кстати это новый номер,normal
arr сегодня день рождения желаю получить оскара,normal
порядке завтра сделаю часть работы,normal
извини сначала пойду домой папа зайди тобой позже,normal
зарегистрированному подписчику четвертого года розыгрыша получении правильного ответа предоставлен подарочный сертификат фунтов стерлингов следующие олимпийские игры текст ответа номер,fraud
начните новый сезон бесплатными целями две недели новостями свой мобильный телефон отправьте название вашего клуба номер например вилла номер,fraud
гсох дамы справляются спамом могли стать жиголомужчиной присоединяйтесь самому быстрорастущему мужскому клубу великобритании ответ oncall mjzgroup стоп отвечай стоп сообщение цене фунта стерлингов,fraud
это большая разница ltgt против ltgt каждый ltgt часы,normal
подожди выйду ltgt мин,normal
привет мистером собираемся море поиграем парочкой геев имею виду игры закончишь позвони,normal
сказал поцелуй поцелуй могу делать звуковые эффекты великолепный мужчина правда вид человека которому нужна улыбка скрасить свой день,normal
закончили работу,normal
делаешь собака должен ждать конца твоего дня получить весточку закончилось время сотовом,normal
кажется это исправил можете отправить тестовое сообщение,normal
жуткие звуки nokia u rply tone title например tone dracula заголовки призрак аддамсфа манстерс экзорцист сумерки wwwgetzedcouk poboxwwq p,fraud
принести нам бутылку вина развлечься шучу равно принесу,normal
насчет вечера среду,normal
урок лей подумывал пойти школу пораньше припарковался кент вейл,normal
ой извини просто убедиться против забрать вокзала полвосьмого это нормально,normal
просто любопытно двоюродный брат спросил занимаюсь,normal
свелась чаю уверен вкус,normal
дела королева собираетесь королевскую свадьбу,normal
пробовал это выходные v,normal
всякий тобой увидимся можем встретиться,normal
ухххххх компьютер отправлен адресом сандиаго парантелла лейн фигня какать,normal
знаешь насколько упрям хотела идти больницу продолжал говорить марку слабый лох больницы слабаков,normal
ваши еженедельные мелодии coolmob готовы загрузке новые мелодии неделе включают crazy frogaxel f akonlonely black eyeddont p подробнее n,fraud
видел рона бургунди капитана лодки вечеринок,normal
тайный поклонник который ищет свяжитесь uузнайте кого rраскройте думает ur особенный позвоните номеру,fraud
никаких подарков пытаешься заставить броситься скалы чтото роде,normal
возникнут проблемы убеждением просто позвоните раза просто проигнорируйте сообщения читайте читайте просто отвечайте,normal
встреча тобой работа скажи завтра заняться работой,normal
китайская еда пути толстею платишь мою липосакцию,normal
ужасная девчонка знала встречаюсь равно приходишь спрашиваешь,normal
понимаю почему,normal
никаких обещаний именно ужинал,normal
ок,normal
викторина moby pub выиграйте приз размере фунтов стерлингов знаете станет новой герцогиней корнуольской отправьте имя номер unsub стоп sp,fraud
извините пришел домой,normal
это просто обряд,normal
это случайно увидел моего старого соседа комнате кампусе окончил,normal
ага пью кофе своими друзьями подруга повезла подвезет,normal
несколько человек игре торговом центре юри кайлой,normal
смс чат мной,normal
наверное ненадолго,normal
очень важно обсуждаем происходит тобой мной,normal
сколько пытаешься получить,normal
прислал вебадрес получения зарплатной ведомости,normal
ноутбуке фильмов,normal
продается мишень дартса арсенал хорошем состоянии двойных тройных,fraud
торопитесь наслаждайтесь ужином,normal
бесплатный вход первую неделю textpod шанс выиграйте ipod гб наличными каждую неделю отправьте txt pod номер tsc wwwtextpodnet custcare,fraud
хочу отправить чтото быстро продать ltgt это легкие деньги,normal
это нужны наркотики,normal
собираешься икею прямо этим,normal
сэр жду вашего звонка,normal
привет сотрудник cts дела,normal
победитель которого специально выбрали получения фунтов стерлингов наличными премии размере фунтов стерлингов поговорите оператором подать заявку позвоните номеру стоимость пенсов,fraud
ага пойду домой посмотрю расписание снова отправлю сообщение сюйхуэй собирается учиться мая урок утра,normal
играл smash bros ltgt религиозно,normal
ltgt отличное обновление сжигании рождественской елки локсахатчи можете полностью увидеть звезды,normal
шучу серьезно сказал,normal
круто напишу тебе буду пути,normal
могу описать тебе повезло действительно проснулся полудню,normal
привет черт побери рождественскую штуку думаю решил оставить mpфайл который работает,normal
привет онлайн закончил форматирование,normal
убогий говорят побочными эффектами противозачаточных средств являются сильные спазмы кишечника течение первых двух месяцев вообще спал прошлой ночью,normal
извините ванной суп,normal
ltgt ish minutes минут назад черт,normal
заметил тебе нравится смотреть дерьмовое зеркало превращаешься настоящего урода,normal
интерфлора поздно заказать цветы интерфлоры рождество позвоните телефону разместить заказ завтра полуночи,fraud
картинки пожалуйста отправьте повторно,normal
отправил жене твое сообщение купим скажет тебе делать просто расслабься нам сходить ними этих выходных,normal
приду завтра,normal
мисс колл мисс колл хелате кинту противник мисс колл дхорте лаге это правило выигрывает кого телефон отличного качества приема,normal
ваш счет зачислено бесплатных текстовых сообщений активировать просто отправьте сообщение credit номер условия wwwbiz,fraud
попробуй сделать чтонибудь родное читаете чтото экзаменов,normal
алрит ханни прошел ночи пошел город вместо просто паб просто расслабляюсь моей спальне люблю джен ххх,normal
это изменение размера часов,normal
возможно уверен илол дам тебе знать лично стал беспокоиться собираешься клеща,normal
очереди,normal
почувствуйте счастливы постепенно это становится вашей привычкой наконецто это становится частью вашей жизни следуйте счастливого утра amp счастливого дня,normal
получить шанс выиграть бесплатную bluetoothгарнитуру просто ответьте adp,fraud
держи пайасам рину принесет,normal
срочный пытаемся связаться u сегодняшний розыгрыш показывает гарантированно выиграли приз размере фунтов стерлингов позвоните номеру стационарного телефона претензия y действительно часов,fraud
дела планируется какоенибудь интересное мероприятие типа караоке обсуждаю играть футбол сегодня вечером однако чувство лени,normal
длина такая верх короче бахрома думаю пойду ляо слишком ленив дун ван отвлекает,normal
проверял получил подробное сообщение,normal
срочный звоните телефону стационарного телефона ваш abta подарок tenerife holiday фунтов стерлингов наличными ожидании получения условия sae box cwwx ppm,fraud
попробовал d это очень круто,normal
люблю аати очень люблю,normal
кей напиши будешь пути,normal
оооо работаешь просто уйди,normal
сказал это хороший знак знаете послужной список чтении женщин,normal
думал обо впервые увидел классе,normal
точно любом случае далеко идти учиться просто гости,normal
джейд пол написал помнишь бармеда хочу разговора вами напиши,normal
рождественское предложение новейшие версии motorola sonyericsson nokia бесплатный bluetooth dvd двойные минуты txt orange позвоните mobileupd телефону позвоните телефонуoptoutqf,fraud
дай немного времени прогуляться туда,normal
аййо отправляю смс затем отвечаю неву поэтому жду ответить лар думаю закончил лабораторную работу,normal
бесплатно полифонический рингтон отправьте сообщение super номер получить бесплатный poly tone недели прямо sn pobox nr zs подписка pw,fraud
это уайли тампе сарасоте,normal
освободишься позвони,normal
осталось немного ребята хотите сегодня вечером,normal
пойду ян цзю можем пропустить ard oso пойти кино пойти метро блаблабла,normal
это алритовая девочка знаешь гейл нева неправа берегите сладку бойтесьc u ltr hunлюблю yaxxx,normal
это найдем способ,normal
сижу нечего делать лор занят работе,normal
жаль это причинило тебе боль,normal
выиграли nokia плюс бесплатную цифровую камеру это получите выиграете наш бесплатный аукцион принять участие отправьте nokia номер прямо poboxtcrw,fraud
знаешь папа вернется,normal
однодневный тренинг,normal
привет считайте оправданы,normal
тебе энни счастливого рождества,normal
роджер бернс msg пытались позвонить получить ответ наше sms просьбой бесплатном мобильном телефоне nokia бесплатной видеокамере пожалуйста позвоните заказать доставку завтра,fraud
голова опухла ох спасибо сделали день,normal
пожалуйста запрещайте любит течение следующих двух дней,normal
людей кажутся особенными первого взгляда лишь немногие останутся особенными последнего взгляда поддерживай конца жизни возьми cr da,normal
джос спрашивает хочешь встретиться,normal
поздравляем получили подарочные сертификаты компактдиски гарантированный подарок бесплатный вход еженедельный розыгрыш xt music tncs wwwldewcomwinppmxage,fraud
поздравляю мобильных видеофона ваши звоните телефону прямо видеочат друзьями играйте javaигры загружайте музыку polyh арендуйте noline bx ip,fraud
пигги проснулся могу поспорить спишь собираюсь обеда,normal
приду тебе домой полчаса,normal
лил лихорадка порядке,normal
угодно тоа пайо место иди ме,normal
спасибо прислали вопрос умственных способностях,normal
думаю намекнул намека форуме лор сказал рон даррен собираются сказать шухуи,normal
дорогой позвони,normal
начинается школа останешься погода еда система социальной поддержки например друзья школе вещи важны,normal
иду хочешь купил чтонибудь тебе домой,normal
другая работа больнице занимается анализом данных чемто вроде начинает понедельник знаю закончена диссертация,normal
пока запланировано собираюсь присоединиться компании января знаю,normal
угадайте уронил,normal
дай знать случилось,normal
размером слоновью таблетку засовываешь задницу,normal
это сложнее,normal
знаю сегодня плохое настроение,normal
желаю отличного семестра,normal
номер комнаты хочу убедиться стучу нужную дверь,normal
хотя правы могу дать пространство которое хотите котором нуждаетесь это действительно начинает становиться проблемой собирался предложить однозначно переехать греции возможно готовы стоит сделать это,normal
кстати нам действительно стоит постараться узнать ктонибудь нашим четвертым парнем прежде перейдем случайному чуваку,normal
понедельнику следующей неделе расскажи суть,normal
лол наша дружба висит волоске покупаешь,normal
скажите нужно никуда расследовать мое дело,normal
добрый день любовь перспективы трудоустройства скучаешь делаете ленивый унылый хммм счастлив наполнен моей любовью,normal
шанс выиграть фунтов стерлингов наличными каждую неделю txt действие номер tscs wwwmovietriviatv custcare xpнеделю,fraud
сколько хочешь встретиться мной позже,normal
ккты учишься колледже,normal
просто заканчивай дуть волосы закончил ужин,normal
thesmszonecom позволяет отправлять бесплатные анонимные замаскированные сообщения отправляю это сообщение оттуда видите потенциальную возможность злоупотреблений,fraud
прекрасным окорам удачного месяца ценим ребята желаем добра каждый день моджибиола,normal
хуже проедешь половину пути остановишься завершить это дело,normal
почему должны сидеть ждать летних дней отпраздновать это событие такое волшебное зрелище миры одеты белое ооооо пусть снег,normal
болезненные слова думал счастливым это самое сложное земле самое трудное это счастливым всей невысказанной болью внутри,normal
смотрю это прямом эфире,normal
сильно люблю понимаешь насколько особенный звоню тебе завтра люблю xxx,normal
впервые истории потребность комфорт роскошь продаются индии одинаковой цене лук рупий ltgt бензинрупий ltgt пиворупий ltgt шесил ltgt,normal
это круто джентльмен буду относиться достоинством уважением,normal
никакой спешки работаю школе поэтому поспешим останемся голодными,normal
официально философской яме захочешь позвонить дома готов спасенным,normal
болит горло говорю царапается,normal
неограниченное количество текстов ограниченное количество минут,normal
прекрасно чувствуешь должно,normal
принеси компактдиск забудь,normal
подумал имел виду другое гудо завтра посмотрю,normal
сможешь выйти,normal
пойдете walmart останусь,normal
думаю большинство плееров wi nz непроданы,normal
встрече позвоню тебе,normal
эй приходи карлос скоро,normal
просто чиллаксин дела,normal
неа среда следует принести минисумку чипсами,normal
таком отчаянии просто позвоню арману,normal
обсуждали твоей матерью,normal
сколько готовы заплатить,normal
х это года точно сообщения мессенджере типа отправляешь,normal
freemsg согласно нашим данным можете иметь право фунтов несчастный случай который произошел вами потребовать бесплатный ответ это сообщение отказаться участия отправьте сообщение stop,fraud
твой класс,normal
самом деле решил слишком голоден поэтому ушел v,normal
бесплатнорингтон ответить real poly например real pushbutton dontcha babygoodbye golddigger webeburnin й сигнал бесплатно регистрации фунта стерлингов неделю,fraud
зоя это просто хит говню иль дефо попробуй самое сильное кончи morow luv u millions lekdog,normal
юнни иду ситилинку быстрее спускайся очень голоден,normal
собираюсь обеда своей семьей пойду улицу фруктовый сад,normal
знаю самое часто случается паникует начинает думать недостаточно хорош,normal
уроки сч,normal
кей это произойти сегодня вечером,normal
самом деле довольно быстрые медленные хаха,normal
бугис осо возле храма,normal
спасибо береги,normal
ночь,normal
иду обед,normal
привет хочу жажду скучаю тебе нужен люблю ахмад саид альхаллак,normal
глупый отправляет верь одному этих сообщений панди это псих,normal
просто проверяю очень скучаю встрече джереми хорошего месяца,normal
выходные субботу воскресенье это очень сложно,normal
вернулся домой детка спишь,normal
сделаю сегодня утром измотан поезде слишком вина пирога спишь,normal
чтолибо,normal
повторяете инструкции называется дорога твоего дома,normal
порядке передает привет,normal
лор,normal
папа хотел поговорить квартире поэтому начал поздно ой,normal
неделе предложения участников savamob доступны подробности телефону савамоб ая ла wu фунта стерлингов неделю савамоб мобильные предложения,fraud
ужасно ешь макароны ешь пока забываешь совершаю обряд долго отвечаешь думаю это b будьте готовы,normal
кк поживают дети твоей сестры,normal
получите бесплатный мобильный видеоплеер бесплатный фильм собрать текст пойдите номер это бесплатно дополнительные фильмы заказать наличии соответствующих условий лет,fraud
лол ок украду сумочку,normal
позвоню тебе позже сети срочно напишите смс,normal
whatever im pretty pissed off,normal
срочно ваш номер мобильного телефона начислен приз размере фунтов стерлингов это наша вторая попытка связаться вами позвоните телефону boxqu,fraud
увидел твое сообщение,normal
sad story of a man last week was my bday my wife didnt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there she said do u mind if i go into the bedroom for a minute ок сказал сексуальном настроении минут вышла тортом жена мои родители мои дети мои друзья мои коллеги кричали сюрприз ждал диване голый,normal
приходи передай лар,normal
просто говорят хотят другого,normal
эй девочка надеюсь вами здорово дель бак снова долго c позвоните сумму времени lucyxx,normal
срочная важная информация пользователей o сегодня ваш счастливый день узнайте заходить ждет фантастический сюрприз,fraud
хочу внутри каждую ночь,normal
спасибо звонок малышка сози разговорать хочу рассказать подробности позже венвекан початет правильно x,normal
закончите имею виду,normal
мочь тошнит зол неделю ела сладкого сегодня собиралась пообедать неделю сидела диете голоден,normal
делает дорогая спишь,normal
частный выписке счета год указано неиспользованных баллов sim позвоните телефону идентификатор срок действия истекает,fraud
решил голосуют те кого заботят вещи забота вещах проигравших,normal
сегодня день принятияу принимаешь брат сестра любовник дорогой лучший закрыть lvblefrnd jstfrnd cutefrnd lifpartnr любимая любовь bstfrnd ответа означает враг,normal
спрашиваешь знаешь это твои друзья одноклассники,normal
ежемесячная сумма ужасна будете платить месяцев окончания школы,normal
this is the nd time we have tried contact u u have won the pound prize claim is easy call now only пенсов минуту национальному тарифу bt,fraud
добрый день любимый проходит твой день удача пришла думаю тебе любимая посылаю любовь море улыбалась счастлива,normal
отправите сообщение пути чашке это должно сработать это должен автобус,normal
поскольку мои родители будут работать вторник нужна легенда,normal
доброе утро сегодня опоздал час,normal
дай ltgt наал эруку,normal
привет мам можем вернуться позже ltgt,normal
пьет порядке,normal
эй позвонишь,normal
скоро собираюсь куданибудь поужинать,normal
нужно сдать экзамен марта,normal
ладно лор хочешь посмотрел,normal
прошло времени дела,normal
переводите телефон беззвучный режим ок,normal
сообщения ответа случилось,normal
распять это c s должен сказать раньше,normal
отправил какую еду любишь,normal
некоторые сказали акцентуре это подтверждается это правда,normal
могу приехать кералу дня можете готовы взять отпуск закончу планируйте никаких поездок время моего визита нужно закончить срочные работы,normal
серьезно скажите точные слова прямо,normal
