text,label
Мне нужно вернуться домой и подарить тебе немного хорошей любви...,normal
"Хорошо. Нет вахала. Просто помни, что друг в беде...",normal
"Я знаю, что девушки всегда безопасны и эгоистичны, знаю, что я справился. Спасибо. Спокойной ночи.",normal
"Парень (Кадим) не продавал с перерыва, я знаю еще одного парня, но он чертовски параноик и не любит продавать без меня, а я не могу быть там до позднего вечера",normal
Трахни кедровый ключ и трахни ее (все равно приходи),normal
Он всемирно известный....,normal
Какой у тебя план на понгал?,normal
"Тем более, что в своем личном заявлении я говорю о Бостоне, лол! Я бы изменил это, если бы понял, что там написано «Нью-Йорк»! Сейчас там написано «Бостон».",normal
"Извини, Викки, я смотрю фильм Олаве Мандара Кано в театре Тришул со своими друзьями..",normal
"аати..где ты, дорогая..",normal
"Бесплатное сообщение: получите рингтон Gnarls Barkleys ""Crazy"" СОВЕРШЕННО БЕСПЛАТНО, просто ответьте ПЕРЕЙДИТЕ на это сообщение прямо сейчас!",fraud
Даже мой брат не любит со мной разговаривать. Они относятся ко мне как к патенту на СПИД.,normal
Также не забудьте взять миску Добби из машины,normal
"Я думаю, ты ошибся номером.",normal
"Молодец, черт возьми, зарядка, да, я вроде как помню, что это такое, хм.",normal
"Спокойной ночи, спи спокойно, да, пожалуйста, береги себя, пап. Пожалуйста.",normal
"Извините, что снова беспокою вас. Могу ли я снова купить 4d для моего отца? 1405, 1680, 1843. Все 2 больших и 1 маленький, сб и вс. Спасибо.",normal
"Принцесса, а ваш котёнок бритый или натуральный?",normal
"Ваш баланс наличных в настоящее время составляет 500 фунтов - чтобы максимизировать вашу прибыль, отправьте GO на номер 86688 только по 150 пенсов за мегабайт. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL",fraud
"Хорошо, напиши мне, когда вернешься в му, и я заскочу, нужен кто-нибудь, чтобы открыть мне дверь",normal
"У вас 1 новое сообщение. Пожалуйста, позвоните по телефону 08715205273",fraud
"Можете ли вы использовать иностранные марки для того, за что вы их отправляете?",normal
"Я тоже скучаю по тебе.Молись, иншаАллах",normal
"… и не волнуйтесь, мы закончим к марту… вот так!",normal
Здесь поблизости есть несколько хороших пабов или рядом с кинотеатром Уорнер есть «Фрэнки и Беннис»?,normal
"Babe, I'm back ... Come back to me ...",normal
Все еще на месте клиента,normal
"Значит, ты все еще думаешь о теджу",normal
ВЫИГРАЙТЕ СРОЧНО! Ваш номер мобильного телефона был награжден призом в размере 2000 фунтов стерлингов. ГАРАНТИРОВАННЫЙ звонок на номер 09061790121 со стационарного телефона. претензия 3030 действительна только 12 часов 150 частей на миллион,fraud
"Ладно, чувак, я скоро приду, просто разберусь с кое-какими вещами.",normal
"ТЫ ЕДУ НА 2 БАГАМЫ! Позвоните по БЕСПЛАТНОМУ телефону 08081560665 и поговорите с оператором, чтобы получить круиз по Багамам только за 2000 фунтов стерлингов НАЛИЧНЫМИ 18+. Чтобы отказаться от участия, отправьте сообщение X на номер 07786200117",fraud
Update_Now — аренда оранжевой линии за полцены на 12 месяцев: 400 минут… Позвоните в MobileUpd8 по телефону 08000839402 или call2optout=J5Q,fraud
"Да, ок, спасибо...",normal
"То, что вам нужно. У вас есть человек, которому можно подарить.",normal
"[…] в любом случае, добрых вечеров тебе! с",normal
Без проблем. Поговорим позже,normal
Ты самая милая девушка на свете или что,normal
"Ха-ха, ну, я нашел кусок и миску Присциллы",normal
"PS Нет, ты уже взрослый, верно?",normal
К. Я отправлю его еще раз,normal
"Пит, это все еще твой телефон? Это Дженни из колледжа и Лиэнн. Чем занимаетесь? :)",normal
"Это круто, мы можем продержаться немного. Получите больше в ближайшее время?",normal
"Ни [суровым голосом] - я учусь. У меня все хорошо! Хотя не уверен, что проблема разрешится. В любом случае. Желаю вам хороших каникул",normal
"«Я в ресторане, ем кальмаров! Я выйду около 10:30, хочу что-нибудь сделать или уже поздно?»",normal
"Буду очень признателен, если вы позвоните мне. Просто нужен кто-то, с кем можно поговорить.",normal
"Айяр, ты такой бедный... Я поддерживаю тебя, к... Цзя! Я подумаю о тебе...",normal
"Да, надеюсь, если Тайлер не сможет этого сделать, я мог бы немного поспрашивать",normal
моя бывшая жена не могла иметь детей. Вы когда-нибудь захотите детей?,normal
"Дайте мне знать, как с вами связаться. Я тебя поселил в комнате. Дадим знать, что с тобой все в порядке.",normal
"Вполне нормально, но немного бывшая... Тебе лучше пойти поесть чего-нибудь сейчас, иначе я буду чувствовать себя виноватой...",normal
Ты сейчас на работе?,normal
Это ты должен меня занять...,normal
"Приходите к нам, мы разбираемся в ситуации с наркотиками",normal
"Как болит? Надеюсь, с тобой все в порядке..",normal
См. сообщение о пересылке для подтверждения.,normal
"Только утром я могу, ок.",normal
"Чувак, пока мы готовили эти странные пирожные, моя сестра испекла потрясающее печенье. Я сделал фотографии.",normal
"Я получил что-то вроде $ &lt;#&gt; , хотя я могу получить еще немного позже. Получите все, что захотите",normal
Компания очень хорошая. Обстановка потрясающая и еда очень хорошая :),normal
Также банкомат Северной Каролины и Техаса: вам просто нужно зайти на сайт gre и заплатить за отправку результатов теста.,normal
"Спасибо, чувак. ребята, вы ушли на 2 ночи?",normal
"без двадцати пятого он сказал, этот поезд уже был в Дареме или нет, потому что я на зарезервированном месте",normal
"Домой, чтобы мы всегда могли пообщаться",normal
"Мне очень жаль, что я не смогу сделать это в пятницу. Надеюсь, ты найдешь альтернативу. Надеюсь, год пройдет хорошо:-)",normal
"Я не знаю, что делать, чтобы выйти из этой ситуации, поэтому задаю только такие вопросы, не путайте меня.",normal
"Да, принцесса. Ты собираешься заставить меня стонать?",normal
Или напомните мне через несколько часов.,normal
"И перестань быть стариком. Вы сможете строить снеговиков, снежных ангелов и сражаться в снежках.",normal
"Как долго, прежде чем вы получите ответ, просто отложите прием до следующего семестра",normal
"Не знаю, не могу вспомнить, может быть, лор. Так во сколько мы встретимся с ТМР?",normal
"Думаю, мне нужно быть в городе к восьми часам, чтобы дойти до парковки.",normal
"Я только что сделал несколько платежей, так что у меня нет столько денег. Извини. Хотите ли вы, чтобы это было в формате FedEx или наоборот.",normal
"«МОГУ Я, ПОЖАЛУЙСТА, ПРИЙДИТЕ СЕЙЧАС, ИМИН ТАУН. НЕ ВАЖНО, ЕСЛИ URGOIN OUTL8R, ПРОСТО ДЕЙСТВИТЕЛЬНО НУЖЕН 2DOCD. ПОЖАЛУЙСТА, НЕ ПОЖАЛУЙСТА, НЕ ДОНТИГНОРИРУЙТЕ MYCALLS, У НЕТ THECD ISV. ВАЖНЫЙ ТОМ 4 2MORO»",normal
"Та-Даааа! Я дома, детка, ты еще не спишь?",normal
"Хочешь переспать на 2 ночи? Хотите, чтобы реальные местоположения собак были отправлены прямо на ваш мобильный телефон? Присоединяйтесь к крупнейшей сети собаководов в Великобритании. Отправьте сообщение PARK на номер 69696 прямо сейчас! Найт. ec2a. 3 литра £1,50/мс",fraud
Хорошо. Но я заканчиваю в 6.,normal
* Ты собираешься позвонить на этих выходных или что?,normal
У меня довольно заметный след от укуса на правой щеке.,normal
Я могу сделать для тебя лазанью... водка...,normal
"Другие новости: после того, как неделю он изводил меня, чтобы купить ему травки, у Андреса нет денег. HAUGHAIGHGTUJHYGUJ",normal
Ты позвони ему и скажи прямо сейчас при них. Позвони ему сейчас.,normal
Кого ты ждал вчера,normal
"Однажды краб бежал по берегу моря.. Волны пришли и очистили следы краба.. Краб спросил: ты мой друг, ты расчищаешь мои красивые следы? Вэйвс ответил: «Лиса шла по твоим следам, чтобы поймать тебя!» вот и я это прочистил :) дружба никогда не дает тебе утонуть :-) GUD nyt..",normal
"Хорошо, я должен быть там самое позднее к 8, возможно, ближе к 7. Джей и Тайлер спустились или нам просто съездить два раза?",normal
ты получил это сообщение,normal
"Думаю, мы могли бы сходить поужинать. Я тебя угощу! Кажется, все в порядке?",normal
"У меня есть десять баксов, Джей уклончив.",normal
"Ну, я сейчас приму ванну. Спокойной...прекрасной ночи.",normal
"Поздравляем! Благодаря хорошему другу вы ВЫИГРАЛИ рождественский приз в размере 2000 фунтов стерлингов. 2 подать заявку легко, просто позвоните по номеру 08718726978 СЕЙЧАС! Всего 10р за минуту. BT-национальный тариф",fraud
Я согласен. Так что я могу перестать думать об iPad. Не могли бы вы задать мачо тот же вопрос?,normal
"Ха-ха... Надеюсь, вы слышите звук чека... Удачи!",normal
"Да, очевидно, но ты - яичница и картофельная голова... Говори скорее!",normal
"Вы — победитель, которого специально выбрали для получения 1000 фунтов стерлингов наличными или премии в размере 2000 фунтов стерлингов. Поговорите с оператором, чтобы подать заявку, позвоните по номеру 087123002209:00-19:00. Стоимость 10 пенсов",fraud
Мой день рождения в феврале &lt;#&gt;  да. .,normal
Я тебя туда уже засунул,normal
"Тогда ты попросишь папу забрать тебя за Лара... Я хочу, чтобы двое остались до 6, хех...",normal
"Иди до точки Джуронг, сумасшедший. Доступно только в Bugis n Great World la e шведском столе... Кино там получило больше, что...",normal
"Тогда мы ждем 4 тебя... Не нужно 2 чувствовать себя плохо, Лар...",normal
"Нет, это просто означает, что у тебя толстая голова",normal
"Хорошо, я сейчас иду домой.",normal
"Лол, какая рандомность. Кстати, это у тебя обеденный перерыв",normal
Крем для волос не был отправлен.,normal
Национальный автоцентр (или что-то в этом роде) на Ньюпорт-роуд. Мне они там понравились,normal
Я болен !! Я нуждаюсь!! Я хочу тебя !! *дуется* *топает ногами* Где ты?! *дуется* *топает ногами* Я хочу своего раба!! Я хочу его сейчас!!,normal
"Ой, ок, я не понял, что ты имел в виду. Да, я малыш Джонтин",normal
"Детка, я тебе отвечаю, ты меня не видишь? Может тебе лучше перезагрузить YM... У меня есть фото... Отлично!",normal
"Доброе утро, принцесса! Хорошего дня!",normal
"Доброе утро, моя дорогая........... Желаю удачи и удачи! удачный день.",normal
"У вас есть тайный поклонник, который ищет 2. Свяжитесь с U-узнайте, кого они R*раскройте, кто думает, что UR такой особенный, позвоните по номеру 09058094599",fraud
"Вы никогда не поверите, но я действительно отделался в Тонтоне. Вау",normal
"Это может сработать, мы достигнем консенсуса на следующей встрече",normal
"Ничего не делая, значит, ты не ужинаешь с нами?",normal
"Я не знаю, спроси у моего брата. Ничего страшного, что-то в этом роде. Просто я сказал.",normal
"С СОЖАЛЕЕМ СООБЩАЕМ ВАМ, ЧТО ГСЗ СДЕЛАЛА ОШИБКУ. ВЫ НА САМОМ ДЕЛЕ НЕ РОДИЛИСЬ. ПОЖАЛУЙСТА, СООБЩИТЕ, 2 ВАША МЕСТНАЯ БОЛЬНИЦА 2B ПРЕКРАЩЕНА. МЫ ПРИВИНИМ 4 НЕУДОБСТВА",normal
К.к:)я собираюсь на этой неделе в тирунелвали повидаться с дядей..я уже потратила эту сумму на платье..так что мне нужны только деньги.я отдам их 1 февраля,normal
Удачи! Розыгрыш состоится 28 февраля 2006 г. Удачи! Для удаления отправьте СТОП на номер 87239 в службу поддержки клиентов 08708034412,fraud
"Burger King – Хотите поиграть в футбол на лучшем стадионе? Приобретите 2 Burger King до 1 сентября, выберите «Большой» или «Супер» с Coca-Cola и выйдите победителем",fraud
"Сегодня вечером? Да, я был бы рад этому",normal
"На самом деле, черт возьми, просто делайте что угодно, хотя найдите предлог, чтобы быть в Тампе в какой-то момент до января",normal
"Гуд, дорогой... slp, ну... береги себя.. какие мечты.. Муа..",normal
"Бля, детка... Я уже скучаю по тебе, понимаешь? Не могли бы вы позволить мне отправить вам немного денег в вашу сеть? Ты мне нужен... я хочу тебя... я жажду тебя...",normal
"Я не спал всю ночь, беспокоясь об этом приложении. Жаль, что мы пропустили девичник с викторинами и попкорном, а ты делала мне прическу.",normal
"Пожалуйста, немедленно ПОЗВОНИТЕ на номер 08712402779, так как вас ждет срочное сообщение",fraud
"О, это! Какой бренд?",normal
"Я работаю только с понедельника по четверг, но в субботу я не могу... Забронировано Ляо... Какой еще день ты свободен?",normal
"Что ты имеешь в виду, ты почти закончил? Закончили спать? Но я говорю, что ты собираешься вздремнуть.. Ага, я посылаю ей Ляо, так что заберу ее в 4-м классе, лор..",normal
О обеденном меню он тоже знает только да. . Я знаю,normal
"Хорошо, у тебя с ним какие-то проблемы? Что имеет значение?",normal
"Мне жаль, что прошлым вечером это была не твоя вина, это был я, супруга, это было поздно или что-то в этом роде! Ты 4дашь мне? Я думаю, ты долженxxxx",normal
"Я приду ко мне, я хочу поехать к дому завтра. После этого я приду. Вот что я получил от нее, дорогая, что делать. Она никогда не говорила",normal
Я буду там &lt;#&gt;  хорошо.,normal
"ЛОЛ .. *ухмыляется* .. Я не детка, но спасибо, что думаешь обо мне!",normal
Что произошло на интервью?,normal
"Я люблю поговорить с папой, но не могу. Я не знаю, да.",normal
"Хай прия, ты права. Что сказал врач, па. Где ты.",normal
"Эй, детка, моему другу пришлось отменить встречу, он все еще собирается в гости?",normal
"Роза для красного,красная для крови,кровь для сердца,сердце для тебя. Но ты для меня.... Отправь это всем своим друзьям.. В том числе и мне.. Если я тебе нравлюсь.. Если ты вернешься, 1 - ты бедный родственник! 2-тебе нужен кто-то 1, чтобы поддерживать 3-твой друг 2 много 4-некоторые1 тебя любят 5+- кто-то1 молит Бога, чтобы он женился на тебе.:-) попробуй....",normal
"Откройте ребтел с помощью Firefox. Когда он загрузится, просто поставьте знак плюса вместо имени пользователя, и он покажет вам два числа. Меньшая цифра - мой номер. Как только вы выберете этот номер, пин-код будет отображаться нормально!",normal
"Вы не уверены, что я не пытаюсь заставить Ксавье курить, потому что не хочу курить после того, как мне сказали, что я курю слишком много?",normal
"Не знаю, может, все решит лор. Как насчет Леоны? Ой, я думаю, Бен собирается написать ему.",normal
Хорошо. Там может быть бесплатный тренажерный зал.,normal
Для меня все это просто жутко и безумно.,normal
Со мной все в порядке... совершенно в порядке,normal
"Я не могу продолжать проходить через это. Я никогда не собирался вас выгонять, но если вы решите сделать это вместо того, чтобы поддерживать чистоту в комнате, чтобы *мне* не приходилось отказывать посетителям, то, возможно, это лучший выбор. Да, я хотел, чтобы ты был смущен, так что, может быть, ты почувствуешь хоть раз то, что чувствую я, когда у меня есть друг, который хочет отказаться от покупки, а мне приходится сказать «нет», как это произошло сегодня утром. Я попробовал все. Я не знаю, что еще делать.",normal
"Ох:) как обычно, фильм Виджая или он другой?",normal
"Хорошо, мы привезем его вам, увидимся через &lt;#&gt;  минут",normal
"Я имею в виду, что ушел слишком рано, чтобы проверить, потому что работаю с 9 до 6.",normal
"Истинный. Это сносно. А если вы наберете высокий балл и подадите заявку на получение степени доктора философии, вы получите 5-летнюю зарплату. Так что это облегчает жизнь.",normal
Я закончил ореди...,normal
"Как дела? Надеюсь, вы уже подготовились к новому учебному году. Желаю тебе хорошего дня",normal
Tmrw. Im finishing 9 doors,normal
"Да, сэр, лучше, чем Йи, хотя",normal
"СРОЧНЫЙ! Ваш мобильный номер 07xxxxxxxxx выиграл бонусный приз в размере 2000 фунтов стерлингов 06.02.03! это вторая попытка связаться с ВАМИ! звоните по телефону 09066362231 как можно скорее! BOX97N7QP, 150 стр/мин",fraud
"Хороший. Подожди... тебе стоит написать прямо сейчас? Знаешь, я не буду платить за твой билет!",normal
Прекрасная правда: Выражение лица Видно каждому... Но тоску сердца Могут понять только Близкие.. Гуд Ни8 ;-),normal
"Да, я имею в виду бывшего парня Мэй... Нет, ах, подожду, пока ты угостишь, кто-нибудь должен быть богатым Ляо... Так что, Боже, тогда тебе придется работать с момента последнего времени...",normal
"Потому что это &lt;#&gt;  Январь, когда на почте каникулы, поэтому она может пойти с почты... понял, чушь",normal
"Дорогой, позвоню в Tmorrow.Пожалуйста, разместите.",normal
"Привет! Вы только что разговаривали с МАНИШОЙ В. Нам хотелось бы знать, довольны ли вы полученным опытом. Ответьте на бесплатный звонок, указав «Да» или «Нет».",normal
"Ты возвращаешься на 4-й ужин? Папа, спроси меня, чтобы я подтвердил тебе...",normal
Кто-нибудь должен пойти на Андрос и украсть лед,normal
"Ничего страшного, если кто-нибудь спросит обо мне, скажи им..:-P",normal
"Да, ок, Викки Вл с &lt;#&gt; минут и я ответю тебе..",normal
К.я тебя не видел.:)к:)где ты сейчас?,normal
"У меня нет, я куплю одну, дорогая",normal
"SMS. ac sun0819 пишет ПРИВЕТ:""Ты выглядишь крутым, хотел поздороваться. ПРИВЕТ!!!"" Останавливаться? Отправьте СТОП на номер 62468",fraud
"ЛОЛ, это было бы потрясающей расплатой.",normal
Нет. Спасибо. Ты был замечательным,normal
Мне нужны подробности об этой онлайн-работе.,normal
Теперь одна маленькая проблема с престижем.,normal
"Парень, который привыкает, но слишком туп, чтобы осознать это.",normal
Делайте хорошо :) все будет за короткое время. Впереди хорошие времена:,normal
"Это вторая попытка заключить контракт с U, вы выиграли главный приз этой недели в размере 1000 фунтов стерлингов наличными или 200 фунтов стерлингов. Просто позвоните по номеру 09066361921",fraud
"Хорошо, еще раз спасибо, что пришли",normal
"Text82228>> Получите больше рингтонов, логотипов и игр на сайте www.txt82228.com. Вопросы: info@txt82228.co.uk",fraud
Вы всегда празднуете Новый год со своей семьей?,normal
Но я пойду в 2 урока в понедельник. Моей сестре нужно 2 взять что-нибудь.,normal
"Я напишу Карлосу и дам тебе знать, подожди",normal
"Выиграйте новейшую книгу «Гарри Поттер и Орден Феникса (Книга 5)» ответьте ГАРРИ, ответьте на 5 вопросов — шанс стать первым среди читателей!",fraud
Каждый понедельник... на следующей неделе я завершаю...,normal
"Хаха, ладно... Сегодня выходные, лех...",normal
"Но я действительно очень сломлен, ох. Никакая сумма не может быть слишком маленькой, даже &lt;#&gt;",normal
"То же самое. И тебе больше не придется беспокоиться о том, что я скажу тебе НИЧЕГО. Как я сказал вчера вечером, делай все, что хочешь, и я сделаю то же самое. Мир.",normal
Тогда ты не можешь получить ноутбук? Моя аттестат зрелости с ü лей...,normal
"Я подумываю пойти записаться на практические уроки.. Бросил аванс.. Хаха, в какое время ты собираешься?",normal
Капитан в нашей комнате :),normal
"Как уважаемый клиент, я рад сообщить вам, что после недавней проверки вашего мобильного номера вы получили бонусный приз в размере 1500 фунтов стерлингов, позвоните по телефону 09066368470",fraud
"Привет, Ди Ис Юэ, мы встречаемся сегодня вечером в 19:00 на Эсапланаде.",normal
Ты будешь здесь поесть,normal
Это отличный день. Устройте себе красивый день.,normal
"Пожалуйста, помогите мне сказать Суре, что я жду батарею от hont. И если нужно, пришлите мне сообщение о том, как скачивать фильмы. Спасибо",normal
"Спасибо, дорогой, но до сих пор ничего не слышал. Я оставлю это еще немного, чтобы не толпить его, и попробую позже - отличный совет, спасибо, надеюсь, Кардифф еще здесь!",normal
"Выиграйте новейшую книгу «Гарри Поттер и Орден Феникса (Книга 5) ответьте ГАРРИ, ответьте на 5 вопросов - шанс стать первым среди читателей!",fraud
"Да, это, пожалуй, лучший сценарий",normal
"СРОЧНЫЙ! Мы пытаемся связаться с U. Сегодняшний розыгрыш показывает, что вы ГАРАНТИРОВАННО выиграли приз в размере 800 фунтов стерлингов. Позвоните по номеру 09050001295 со стационарного телефона. Претензия А21. Действительно только 12 часов",fraud
"Давно ничего не слышали о U4. Позвони мне сейчас, я здесь всю ночь в одних трусиках. Заставь меня умолять об этом, как ты это делал в прошлый раз 01223585236 XX Luv Nikiyu4.net",fraud
"Рождество — это событие, которое празднуется как отражение наших… ценностей…, желаний…, привязанностей… и amp; Традиции.... Идеального Рождества...",normal
"Срочно UR получил бесплатную поездку в EuroDisinc Trav, Aco&Entry41 или 1000 фунтов стерлингов. Чтобы подать заявку в виде текстового сообщения DIS на номер 87121 18+6*£1,50 (подробнееFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",fraud
"Круто, хочешь, чтобы я пошёл в каппу или мне стоит встретиться с тобой возле му",normal
"Ох... Кей... На субботе, да?",normal
"Я не могу исправить эту секунду, сначала нужно ударить людей",normal
"Последний шанс 2. Получите купоны на скидку на сумму 150 фунтов стерлингов. Отправьте сообщение «ДА» на номер 85023 прямо сейчас! Участник SavaMob предлагает мобильный телефон T Cs 08717898035. Подписка на £ 3,00. 16 . Удалить txt X или STOP",fraud
Увижу через полчаса,normal
"Я ни в чем не разбираюсь, или я бы сказал/спросил что-нибудь полезное, но если хочешь, можешь притвориться, что я это знаю, и просто написать мне что угодно в ответ на гипотетическое хуагауахуагахьюхагга",normal
"Ого, это гей. Поможет ли обновление прошивки",normal
"Спустя много времени после того, как я ушёл. Я и так занимаюсь всего 5 минут в день.",normal
"Меня пожизненно запретили посещать все магазины B and Q!? Этот придурок в оранжевом комбинезоне подошел ко мне и спросил, хочу ли я настил? Итак, я получил первый удар!!",normal
"Неправильный телефон! Этот телефон! Я отвечаю на этот вопрос, но предполагаю, что остальные - это люди, которые мне не очень нравятся",normal
"У вашего мобильного телефона было 10 месяцев? БЕСПЛАТНО обновите последнюю версию телефонов с камерой/видео. СОХРАНИТЕ СВОЙ НОМЕР, получите дополнительные бесплатные минуты/текстовые сообщения. Чтобы позвонить, отправьте сообщение YES",fraud
Вот только есть цыпочка с огромными сиськами.,normal
"Он случайно не сказал, какой я фантастический человек, или что-то требует большего жизненного подъема, поскольку потеря воли 2 будет жить, как вы думаете, я буду первым человеком, который умрет от N V Q?",normal
"Ничего из этого не произойдет, пока вы не приедете сюда",normal
"Ты знаешь моего старого Дома, о котором я тебе рассказывал вчера? Его зовут Роджер? Он связался со мной вчера вечером и хочет, чтобы я встретился с ним сегодня в 14:00",normal
Приготовьтесь получить удовольствие :),normal
Йо! Как ты? девушки никогда не звонили после Индии. Л,normal
"Все в порядке, я просто спросил, ты знал, что нет?",normal
Жесткий чат LIVE 121 всего 60р/мин. Выбирайте свою девушку и подключайтесь в прямом эфире. Звоните по номеру 09094646899 прямо сейчас! Самый крупный онлайн-сервис Cheap Chat в Великобритании. ВУ BCM1896WC1N3XX,fraud
"У меня есть 2 спальных мешка, 1 одеяло, бумага и данные телефона. Что-нибудь еще?",normal
Умма. Она сказала что-нибудь,normal
"Да, извини, мне нужно десять лет, чтобы принять душ. Каков план?",normal
Ты в своей комнате? Мне нужно несколько,normal
"Хорошо, я еду домой, привет, привет",normal
"Я думаю, что он бесполезен для рр..",normal
Как я теперь буду к тебе подкрадываться? ;_;,normal
С... я возьму только мокка-игроков :),normal
:( но вас здесь нет....,normal
"Уважаемый обладатель ваучера! Чтобы воспользоваться предложением этой недели, перейдите на свой компьютер по адресу http://www.e-tlp.co.uk/reward. Применяются Условия и Условия.",fraud
"Я не хочу срочно покупать машину BMW..очень срочно.но не хватает &lt;#&gt; Lacs. Нет источника, который мог бы объяснить это. &lt;#&gt; лакс... это моя проблема",normal
http//тмс. Widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Рингтон¡,fraud
"Нвм, все в порядке...",normal
"Я хотел бы рассказать вам о своих самых глубоких и мрачных фантазиях. Позвоните мне 09094646631 всего 60р/мин. Чтобы прекратить текстовые сообщения, позвоните по номеру 08712460324 (натуральная скорость)",fraud
"Нет! Но мы нашли другой фермерский магазин, чтобы купить немного сыра. На обратном пути, могу я зайти?",normal
Чего не понимаю.,normal
"Мм, я ел еду из дома",normal
Бесплатное сообщение: рингтон!От: http://tms. Widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-ИЮЛ-05,fraud
"Он только что сказал, что кого-то зовут Тампа",normal
"Сэр, жду вашего письма.",normal
Нет. Для этого она сейчас находится в Шотландии.,normal
"Эй, так какой у тебя план?",normal
Коти распечатывает марандрату.,normal
"Получил все, что нужно, чтобы принять участие в ралли WRC в Озе? Вы можете с Lucozade Energy! Отправьте сообщение RALLY LE на номер 61200 (25 пенсов), см. пакеты или lucozade.co.uk/wrc, и это может быть вы!",fraud
Как? Иззит все еще идет дождь?,normal
Только сейчас увидел твое сообщение. Это да :),normal
"БЕСПЛАТНО NOKIA или Motorola с линейной арендой на срок до 12 месяцев за 1/2 цены, 500 БЕСПЛАТНЫХ минут x-net и 100 транзакций в месяц БЕСПЛАТНО B'tooth*. Позвоните в Mobileupd8 по телефону 08001950382 или позвоните в 2optout/D3WV",fraud
"Хорошо... Скажи, когда я выйду из дома.",normal
"Айё... Ты всегда с нашей бывшей... Не знаю, но она не ответила... Впервые ты отвечаешь так быстро... Тебе так повезло, что ты не работаешь, да, твой папаша получил бао... ну и дела...",normal
"Гуд, чувак, дорогая..слп, ну...береги себя..ох, мечты..Муа..",normal
"Наверное, хотите взять еще?",normal
"Хаха круто, ому тогда",normal
"Мне просто интересно, чем ты сейчас занимаешься?",normal
"Известная цитата: когда вы развиваете способность слушать «что угодно» безоговорочно, не теряя при этом самообладания и уверенности в себе, это означает, что вы ......... «ЖЕНАТ»",normal
Это мой номер от Вивека..,normal
"Вероятно, раньше, если станция находится там, где я думаю",normal
Тогда ты сам возвращаешься домой...,normal
Така лор. Во сколько ты хочешь прийти и посмотреть на нас?,normal
"Отлично, планирую приехать сюда в любое время, например, &lt;#&gt; , я скоро напишу тебе подробности",normal
"У вас есть шанс выиграть 250 фунтов стерлингов наличными каждую неделю. TXT: ДЕЙСТВИЕ на номер 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/неделя",fraud
Лонг-Бич Лор. Ожидаемо... Ты сейчас ужинаешь?,normal
Это круто! Иногда медленно и нежно. Иногда грубо и жестко :),normal
"Кто-то создал веб-сайт, на котором можно играть в холдем, используя eve online spacebucks.",normal
"Не пробовал, мы с Джи решили не выходить",normal
Шлю вам поздравления радости и счастья. Устроим вечер gr8,normal
"Ребята, вы никогда меня никуда не приглашаете :(",normal
Я позабочусь о финансовых проблемах. Я помогу:),normal
Почему ты не зашел на обед?,normal
"Как боль! Сегодня пройдет. Делай, как я сказал вчера. Лед и лекарства.",normal
Я сейчас выхожу из дома...,normal
"Отправьте логотип 2 своему возлюбленному — 2 имени, соединенные сердечком. Txt LOVE NAME1 NAME2 MOBNO, например, LOVE ADAM EVE с номера 07123456789 на номер 87077 Yahoo! POBox36504W45WQ TxtNO 4 без рекламы 150р.",fraud
"Пожалуйста, примите меня на один день. Или умоляю вас сменить номер.",normal
"Итак, давайте сделаем это в субботу или понедельник, как вам удобно.",normal
Какую часть слова «не инициировать» ты не понимаешь,normal
"К концу марта я должен быть готов. Но обязательно позвоню. Проблема в том, что мой капитал никогда не пополняется. Как далеко с тобой. Как работа и дамы",normal
"Ты нашел его? Я чувствую себя такой глупой, потому что камера работала.",normal
Шб б ок лор... Спасибо...,normal
О все еще присутствуешь на переговорах?,normal
"Я сказал ей, что на следующей неделе у меня будет прием у доктора. Она думает, что я умру. Я сказал ей, что это просто проверка. Не о чем беспокоиться. Но она не слушала.",normal
"Привет, Хуан. Я приду домой в пятницу, эй. Конечно, я ожидаю приветственной вечеринки и множества подарков. Я позвоню тебе, когда вернусь. С любовью, Ники x x x x x x x x x x",normal
